   1.48959,   2.08115
   1.77364,   2.44226
   1.63412,   2.26884
   1.12287,   1.56851
   0.48113,   0.60103
   1.77987,   2.44983
   1.10639,   1.54433
   1.94331,   2.64323
   0.06178,   0.06375
   0.04301,   0.04396
   0.38437,   0.46304
   0.78098,   1.05336
   0.86008,   1.17435
   1.00931,   1.40025
   1.34305,   1.88242
   0.17583,   0.19242
   0.63978,   0.83767
   0.98941,   1.37040
   1.47780,   2.06548
   0.12866,   0.13745
   1.23590,   1.73186
   1.80433,   2.47940
   1.21063,   1.69573
   1.03216,   1.43441
   0.55397,   0.70846
   1.53146,   2.13637
   0.96509,   1.33378
   0.25000,   0.28376
   1.41968,   1.98739
   0.03180,   0.03232
   1.53652,   2.14301
   0.67715,   0.89453
   1.80168,   2.47621
   0.40023,   0.48522
   1.70242,   2.35467
   0.24249,   0.27425
   1.80474,   2.47990
   0.38035,   0.45745
   0.01433,   0.01444
   1.59377,   2.21726
   1.82545,   2.50476
   0.37246,   0.44652
   0.29067,   0.33627
   1.35145,   1.89405
   0.91430,   1.25691
   1.90084,   2.59392
   1.23019,   1.72371
   0.64644,   0.84778
   0.22098,   0.24733
   0.05050,   0.05181
   1.89439,   2.58637
   1.19433,   1.67230
   0.87933,   1.20372
   0.85265,   1.16301
   0.37199,   0.44586
   1.86472,   2.55146
   0.74382,   0.99644
   0.62725,   0.81867
   1.31222,   1.83954
   1.71852,   2.37465
   1.56714,   2.18289
   1.84749,   2.53104
   1.56113,   2.17508
   0.57126,   0.73430
   1.63527,   2.27029
   1.18512,   1.65902
   1.70288,   2.35525
   0.88978,   1.21962
   0.77530,   1.04466
   0.09527,   0.10004
   0.82238,   1.11673
   0.81233,   1.10136
   0.61627,   0.80206
   1.53523,   2.14132
   0.06323,   0.06531
   0.75548,   1.01429
   0.47188,   0.58757
   0.12341,   0.13148
   1.29203,   1.81127
   0.89563,   1.22853
   1.50349,   2.09955
   0.73983,   0.99032
   1.99884,   2.70674
   0.43616,   0.53613
   1.41500,   1.98106
   0.18683,   0.20560
   1.33795,   1.87536
   1.45061,   2.02911
   0.44615,   0.55043
   1.68014,   2.32687
   1.66743,   2.31092
   1.87929,   2.56865
   0.62378,   0.81342
   0.75877,   1.01934
   0.29649,   0.34392
   0.75316,   1.01074
   1.63772,   2.27340
   1.91478,   2.61018
   1.46269,   2.04531
   0.39890,   0.48335
   0.00455,   0.00456
   1.45349,   2.03298
   0.75935,   1.02023
   0.72810,   0.97237
   0.72796,   0.97216
   0.21184,   0.23604
   0.05989,   0.06175
   0.74903,   1.00441
   0.95446,   1.31774
   0.99331,   1.37626
   0.47195,   0.58768
   1.32072,   1.85140
   0.36942,   0.44232
   1.57686,   2.19547
   0.26369,   0.30125
   0.73980,   0.99029
   0.57116,   0.73414
   1.87126,   2.55919
   1.29395,   1.81397
   0.88304,   1.20937
   1.77896,   2.44872
   0.51460,   0.65007
   0.63686,   0.83324
   1.11894,   1.56274
   0.79226,   1.07063
   1.99359,   2.70077
   0.50070,   0.62964
   0.98197,   1.35921
   0.06323,   0.06530
   1.95961,   2.66199
   0.28448,   0.32817
   1.91251,   2.60753
   1.93109,   2.62912
   1.65668,   2.29738
   0.20351,   0.22583
   0.02170,   0.02193
   1.26548,   1.77385
   0.78288,   1.05626
   0.78455,   1.05882
   0.20679,   0.22984
   0.28861,   0.33357
   1.62431,   2.25635
   0.47694,   0.59493
   0.78232,   1.05541
   1.53908,   2.14634
   1.93442,   2.63297
   1.51391,   2.11332
   1.67517,   2.32064
   1.11420,   1.55579
   0.88305,   1.20938
   0.55405,   0.70857
   0.10139,   0.10680
   1.12376,   1.56980
   0.64438,   0.84465
   1.35813,   1.90326
   1.98529,   2.69134
   0.66998,   0.88359
   0.04829,   0.04949
   1.65792,   2.29895
   0.92863,   1.27866
   0.84423,   1.15014
   0.08445,   0.08818
   1.26116,   1.76774
   1.32290,   1.85444
   1.11102,   1.55113
   0.61043,   0.79322
   1.41302,   1.97837
   0.00440,   0.00441
   0.84002,   1.14371
   1.05075,   1.46208
   0.41675,   0.50851
   0.39765,   0.48160
   1.01464,   1.40822
   1.24326,   1.74233
   1.02962,   1.43062
   0.33045,   0.38915
   0.74000,   0.99059
